,churned1,CLIENTNUM,Months_on_book,Gender,Card_Category,Income_Category,Customer_Age,Marital_Status,Credit_Limit
7870,1,808903308,49,F,Blue,$40K - $60K,54,Married,2471.0
7893,1,711448983,34,F,Blue,Less than $40K,47,Married,2234.0
7897,1,713726958,21,F,Blue,Less than $40K,40,Married,1728.0
7901,1,712715208,44,M,Blue,$80K - $120K,52,Single,3770.0
7902,1,778899708,37,F,Blue,$40K - $60K,56,Single,2963.0
7914,1,709079883,36,F,Blue,Less than $40K,45,Married,1663.0
7915,1,721406658,36,F,Blue,Less than $40K,32,Divorced,1732.0
7932,1,714930333,30,M,Blue,$80K - $120K,39,Married,4618.0
7943,1,717489033,18,F,Blue,Less than $40K,27,Single,1438.3
7948,1,714424533,36,F,Blue,Less than $40K,41,Married,1655.0
7953,1,713748708,37,F,Blue,Less than $40K,46,Single,1438.3
7966,1,717409533,26,F,Blue,Less than $40K,36,Single,1821.0
7970,1,787452333,25,F,Blue,Less than $40K,39,Married,2024.0
7971,1,709520058,38,M,Blue,$120K +,53,Married,19138.0
7974,1,711800658,36,F,Blue,Less than $40K,42,Single,2145.0
7976,1,712279683,36,M,Blue,$60K - $80K,44,Married,9114.0
7995,1,709362033,42,F,Blue,Less than $40K,52,Married,1471.0
7996,1,719860308,36,F,Blue,Less than $40K,42,Married,1438.3
7997,1,714443058,28,F,Blue,Less than $40K,43,Married,1484.0
7998,1,716315508,36,F,Blue,$40K - $60K,37,Married,3233.0
8008,1,720401658,34,F,Blue,Less than $40K,53,Single,1438.3
8012,1,714484008,31,F,Blue,Less than $40K,49,Married,1567.0
8036,1,715904433,34,F,Blue,$40K - $60K,42,Married,1695.0
8044,1,708266883,36,F,Blue,Less than $40K,34,Single,1666.0
8051,1,711722808,44,F,Blue,Less than $40K,51,Single,1483.0
8065,1,787339158,50,M,Blue,$80K - $120K,56,Married,8688.0
8084,1,720190083,39,F,Blue,Less than $40K,56,Single,1632.0
8085,1,708323208,36,F,Blue,Less than $40K,49,Married,1522.0
8109,1,778819083,33,F,Blue,$40K - $60K,41,Married,1604.0
8120,1,713027058,36,F,Blue,Less than $40K,46,Single,2292.0
8123,1,719821908,16,F,Blue,Less than $40K,38,Single,2703.0
8131,1,714197133,36,F,Blue,$40K - $60K,51,Married,4762.0
8146,1,717502083,28,M,Blue,$120K +,41,Single,6314.0
8148,1,709745508,47,F,Blue,$40K - $60K,58,Divorced,2295.0
8149,1,711382458,38,M,Blue,$60K - $80K,43,Married,1438.3
8152,1,709102458,36,M,Blue,$80K - $120K,47,Single,4754.0
8161,1,807946833,39,F,Blue,Less than $40K,44,Single,1791.0
8177,1,785237958,39,M,Blue,$60K - $80K,45,Married,3439.0
8181,1,719123958,27,M,Blue,$60K - $80K,40,Divorced,5051.0
8186,1,712660308,36,F,Blue,Less than $40K,44,Single,1895.0
8193,1,819612933,47,M,Blue,$80K - $120K,52,Single,25410.0
8201,1,824560758,31,F,Blue,Less than $40K,35,Single,1678.0
8220,1,779859558,38,F,Blue,Less than $40K,54,Married,2452.0
8259,1,713931258,45,F,Blue,Less than $40K,56,Married,1438.3
8315,1,778191933,35,M,Blue,$120K +,45,Single,7135.0
8332,1,711298458,26,F,Blue,Less than $40K,39,Married,2190.0
8334,1,715773783,35,F,Blue,$40K - $60K,44,Single,4196.0
8337,1,712747758,36,F,Blue,Less than $40K,50,Single,2477.0
8339,1,750995508,32,M,Blue,$60K - $80K,41,Single,4697.0
8350,1,709222008,32,M,Blue,$80K - $120K,41,Single,4742.0
8357,1,718742808,46,F,Blue,$40K - $60K,55,Married,4629.0
8378,1,708416433,36,F,Blue,Less than $40K,41,Single,2372.0
8379,1,779183958,33,F,Blue,Less than $40K,45,Single,1492.0
8403,1,711922158,45,F,Blue,Less than $40K,57,Married,1860.0
8425,1,719868183,30,F,Blue,$40K - $60K,42,Married,1456.0
8431,1,767404083,45,M,Blue,$60K - $80K,52,Single,3460.0
8450,1,712683633,36,F,Blue,Less than $40K,32,Married,1438.3
8464,1,708885558,48,F,Blue,Less than $40K,56,Single,3556.0
8503,1,719759733,52,F,Blue,$40K - $60K,59,Single,1852.0
8545,1,714276408,36,F,Blue,$40K - $60K,52,Single,1915.0
8551,1,711232608,36,F,Blue,Less than $40K,47,Single,1636.0
8558,1,807379833,43,M,Blue,$40K - $60K,48,Divorced,9104.0
8564,1,778860783,38,M,Blue,$120K +,57,Divorced,24379.0
8574,1,787482033,48,M,Blue,$80K - $120K,60,Divorced,28930.0
8661,1,789312033,38,F,Blue,Less than $40K,48,Single,3874.0
8700,1,712925808,36,F,Blue,$40K - $60K,51,Married,2710.0
8757,1,712075083,41,M,Blue,$120K +,50,Single,6982.0
8767,1,811700058,36,M,Gold,$60K - $80K,41,Single,34516.0
8769,1,720164358,43,F,Blue,$40K - $60K,53,Single,6058.0
8775,1,712058133,36,F,Blue,Less than $40K,54,Single,2274.0
8788,1,769152783,54,F,Blue,Less than $40K,60,Single,8141.0
8814,1,789560433,42,M,Blue,$60K - $80K,49,Single,14895.0
8833,1,780450708,45,M,Silver,$120K +,58,Single,34516.0
8857,1,714342033,34,M,Blue,$120K +,52,Married,34516.0
8858,1,788811558,35,F,Blue,Less than $40K,52,Married,1959.0
8863,1,714077583,31,M,Platinum,$40K - $60K,43,Married,23981.0
8864,1,720939933,33,F,Blue,Less than $40K,46,Single,2879.0
8881,1,757667133,47,M,Blue,$80K - $120K,54,Single,13769.0
8888,1,714938733,38,M,Blue,$80K - $120K,48,Single,13174.0
8905,1,790051758,42,M,Blue,$120K +,50,Single,31782.0
8911,1,807393558,46,M,Silver,$120K +,51,Single,34516.0
8928,1,711167808,30,M,Blue,$60K - $80K,40,Single,18975.0
8959,1,793608258,48,F,Silver,Less than $40K,54,Single,13432.0
8999,1,713003358,30,M,Blue,$80K - $120K,40,Single,29338.0
9010,1,720655833,30,F,Blue,Less than $40K,48,Married,2913.0
9017,1,712157958,36,M,Blue,$80K - $120K,44,Married,10908.0
9063,1,711249858,38,M,Blue,$80K - $120K,49,Married,29890.0
9158,1,713131158,46,M,Blue,$80K - $120K,58,Single,10286.0
9162,1,716441058,36,F,Silver,Less than $40K,45,Single,14416.0
9163,1,718113633,36,M,Blue,$120K +,41,Married,34516.0
9172,1,710064033,28,M,Blue,$40K - $60K,45,Married,4572.0
9194,1,812247033,46,F,Blue,Less than $40K,51,Married,3536.0
9195,1,717580458,36,M,Blue,$80K - $120K,43,Divorced,19333.0
9201,1,710161083,36,F,Blue,Less than $40K,62,Single,5780.0
9212,1,711826983,36,F,Blue,$40K - $60K,47,Married,5822.0
9226,1,714941358,36,F,Blue,Less than $40K,53,Married,4005.0
9227,1,716088783,50,M,Blue,$80K - $120K,60,Married,29239.0
9228,1,718458858,29,M,Silver,$80K - $120K,41,Single,34516.0
9240,1,717529233,30,F,Blue,Less than $40K,40,Single,3319.0
9244,1,711794358,50,M,Blue,$80K - $120K,61,Single,21398.0
9266,1,719694408,36,F,Blue,Less than $40K,30,Single,4541.0
9277,1,811076883,40,M,Blue,$40K - $60K,45,Married,7979.0
9280,1,716863458,36,M,Silver,$80K - $120K,44,Single,34516.0
9299,1,710455608,36,M,Blue,$80K - $120K,40,Single,4620.0
9307,1,717571683,34,F,Gold,$40K - $60K,47,Married,23981.0
9369,1,708662583,29,M,Silver,$60K - $80K,41,Married,27945.0
9388,1,714361083,36,F,Blue,Less than $40K,40,Single,5989.0
9389,1,714608583,36,M,Blue,$120K +,45,Divorced,5287.0
9408,1,712265508,14,M,Blue,$40K - $60K,32,Single,4015.0
9425,1,802622733,34,F,Blue,$40K - $60K,44,Single,3657.0
9457,1,708805908,18,M,Silver,Less than $40K,30,Married,10017.0
9482,1,720748608,32,M,Blue,$40K - $60K,44,Divorced,3575.0
9492,1,710162133,36,M,Blue,$80K - $120K,41,Married,4725.0
9498,1,715542783,24,F,Blue,Less than $40K,33,Married,3731.0
9504,1,770766633,14,F,Blue,Less than $40K,28,Single,3848.0
9530,1,711432258,46,M,Blue,$60K - $80K,55,Single,4178.0
9533,1,714294183,44,M,Blue,$80K - $120K,54,Divorced,9580.0
9564,1,761079783,33,M,Blue,$60K - $80K,40,Married,5500.0
9565,1,787518258,38,M,Blue,$120K +,49,Married,8549.0
9567,1,769396158,43,M,Blue,$80K - $120K,55,Single,24884.0
9599,1,769667583,28,M,Blue,$40K - $60K,34,Single,3744.0
9613,1,770977833,23,M,Blue,Less than $40K,36,Married,3920.0
9625,1,710153583,13,F,Blue,Less than $40K,30,Married,6075.0
9641,1,779333883,33,F,Blue,Less than $40K,51,Married,7428.0
9687,1,710155983,36,M,Blue,$40K - $60K,52,Single,4826.0
9688,1,779571708,25,M,Blue,$60K - $80K,43,Married,4259.0
9693,1,713318733,24,M,Blue,$60K - $80K,32,Single,4097.0
9708,1,711161133,36,F,Blue,Less than $40K,36,Single,6071.0
9740,1,757247808,35,F,Blue,Less than $40K,42,Married,5230.0
9769,1,708340758,32,M,Blue,Less than $40K,41,Married,7769.0
9776,1,718376583,44,M,Silver,$80K - $120K,52,Divorced,34516.0
9777,1,720827133,30,F,Blue,Less than $40K,43,Single,6261.0
9787,1,710527533,36,M,Blue,$40K - $60K,45,Single,4982.0
9788,1,709996833,36,M,Silver,Less than $40K,31,Single,12359.0
9793,1,714022833,32,F,Silver,$40K - $60K,42,Single,17909.0
9808,1,714145233,24,M,Silver,$80K - $120K,34,Divorced,34516.0
9809,1,719547033,31,M,Blue,$80K - $120K,40,Married,23502.0
9811,1,789432033,23,F,Blue,Less than $40K,32,Married,4065.0
9812,1,717214158,28,M,Blue,$40K - $60K,41,Married,9815.0
9823,1,713347608,43,F,Blue,Less than $40K,54,Single,4917.0
9846,1,758753283,45,M,Blue,$120K +,52,Married,34516.0
9854,1,712941483,43,F,Silver,$40K - $60K,51,Married,3735.0
9860,1,778888083,26,F,Blue,$40K - $60K,45,Married,4307.0
9868,1,718665033,36,M,Silver,$60K - $80K,44,Single,34140.0
9875,1,718299933,30,M,Blue,$40K - $60K,42,Married,4333.0
9878,1,720618033,36,F,Blue,$40K - $60K,43,Married,9633.0
9882,1,770743983,20,F,Blue,$40K - $60K,34,Single,8698.0
9884,1,711283008,36,M,Silver,$80K - $120K,50,Single,34516.0
9889,1,708821733,36,F,Silver,$40K - $60K,43,Single,19713.0
9897,1,710751033,13,F,Blue,Less than $40K,31,Single,4829.0
9898,1,710679933,54,M,Blue,$80K - $120K,59,Single,15633.0
9905,1,718298733,29,M,Blue,$80K - $120K,40,Single,12978.0
9907,1,714543633,36,F,Blue,Less than $40K,45,Single,7500.0
9928,1,770824833,19,M,Blue,$40K - $60K,32,Divorced,3657.0
9936,1,709977933,44,M,Blue,$80K - $120K,52,Married,9959.0
9949,1,716708583,36,M,Blue,$120K +,54,Married,7684.0
9954,1,714879483,31,M,Blue,$80K - $120K,39,Married,3929.0
9963,1,717774333,36,M,Blue,$60K - $80K,48,Married,8431.0
9977,1,711433908,30,F,Blue,Less than $40K,41,Married,9491.0
9984,1,712509108,36,F,Gold,Less than $40K,46,Single,15164.0
9988,1,710721858,37,F,Blue,$40K - $60K,46,Married,5542.0
10001,1,714945708,20,M,Silver,$40K - $60K,33,Single,15977.0
10016,1,718840833,36,M,Blue,$40K - $60K,49,Single,4601.0
10018,1,709566408,30,F,Blue,Less than $40K,40,Single,4458.0
10022,1,716832858,34,M,Blue,$60K - $80K,46,Married,4930.0
10024,1,789497283,42,M,Blue,$120K +,50,Single,34162.0
10042,1,779900808,16,M,Blue,$60K - $80K,32,Single,21551.0
10047,1,715493733,36,M,Blue,$40K - $60K,53,Married,5735.0
10048,1,827440458,44,M,Blue,$80K - $120K,48,Married,9524.0
10049,1,715713408,46,M,Gold,Less than $40K,55,Married,15987.0
10065,1,709865883,25,M,Silver,$60K - $80K,38,Divorced,26794.0
10089,1,720328983,36,F,Blue,Less than $40K,52,Married,9611.0
10098,1,716644008,36,M,Silver,$120K +,55,Single,34516.0
10099,1,709094358,41,F,Blue,Less than $40K,51,Single,8900.0
10105,1,709646433,50,F,Blue,Less than $40K,59,Married,5043.0
10108,1,714471183,39,M,Blue,$80K - $120K,47,Divorced,17504.0
10109,1,780613758,35,M,Blue,Less than $40K,47,Single,4165.0
10112,1,708564858,20,M,Gold,$120K +,33,Married,34516.0
10114,1,720841533,15,M,Blue,Less than $40K,29,Married,4700.0
10124,1,716506083,36,F,Blue,Less than $40K,44,Married,5409.0
